測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風速(m/s),降水量(mm),日照時數(小時)
臺北,2017/4/15,15:04:00,"1,009.30",28.4,65,0.8,0,0.2
臺北,2017/4/15,14:04:00,"1,009.70",28.6,69,0.7,0,0.3
臺北,2017/4/15,13:04:00,"1,010.70",27.8,70,0.8,0,0.5
臺北,2017/4/15,12:04:00,"1,011.70",27.8,68,0.3,0,0.1
臺北,2017/4/15,11:04:00,"1,011.90",26.8,67,0.6,0,0
臺北,2017/4/15,10:04:00,"1,012.20",27,66,0.9,0,0.5
臺北,2017/4/15,09:04:00,"1,011.90",24.5,70,0.1,0,0.5
臺北,2017/4/15,08:04:00,"1,011.80",22.5,74,0.6,0,0.7
臺北,2017/4/15,07:04:00,"1,011.10",20.4,76,0.4,0,0.3
臺北,2017/4/15,06:04:00,"1,010.50",19.5,77,0.6,0,0
臺北,2017/4/15,05:04:00,"1,010",19.6,77,0.6,0,-
臺北,2017/4/15,04:04:00,"1,009.60",19.4,79,0.3,0,-
臺北,2017/4/15,03:04:00,"1,009.40",19.9,77,1.1,0,-
臺北,2017/4/15,02:04:00,"1,009.80",19.9,78,0.8,0,-
臺北,2017/4/15,01:04:00,"1,009.80",20.4,77,1.2,0,-
臺北,2017/4/15,00:04:00,"1,009.80",24.1,70,0.6,0,-
臺北,2017/4/14,23:04:00,"1,010.70",21.1,77,0.6,0,-
臺北,2017/4/14,22:04:00,"1,011.10",21.5,77,1.1,0,-
臺北,2017/4/14,21:04:00,"1,011.20",21.8,76,2.7,0,-
臺北,2017/4/14,20:04:00,"1,010.90",22.1,76,1.7,0,-
臺北,2017/4/14,19:04:00,"1,010.60",22.5,74,2,0,0
臺北,2017/4/14,18:04:00,"1,010.40",23,72,1.5,0,0
臺北,2017/4/14,17:04:00,"1,009.80",23.9,67,1.6,0,0
臺北,2017/4/14,16:04:00,"1,009.70",23.9,67,1.1,0,0
臺北,2017/4/14,15:04:00,"1,010.10",23.7,69,1.3,0,0
臺北,2017/4/14,14:04:00,"1,010.60",23.4,69,0.5,0,0
臺北,2017/4/14,13:04:00,"1,011.10",23.2,70,0.4,0,0
臺北,2017/4/14,12:04:00,"1,011.80",22.7,71,0.3,0,0
臺北,2017/4/14,11:04:00,"1,012.40",22.4,72,0.8,0,0
臺北,2017/4/14,10:04:00,"1,012.80",21.2,74,0.2,0,0
臺北,2017/4/14,09:04:00,"1,013",20.5,76,0.8,0,0
臺北,2017/4/14,08:04:00,"1,012.80",19.9,79,0.7,0,0
臺北,2017/4/14,07:04:00,"1,012.20",19.2,81,0.6,0,0
臺北,2017/4/14,06:04:00,"1,011.80",18.9,82,0.3,0,0
臺北,2017/4/14,05:04:00,"1,011.50",18.7,82,0.6,0,-
臺北,2017/4/14,04:04:00,"1,011.40",18.7,81,0.9,0,-
臺北,2017/4/14,03:04:00,"1,011.50",18.6,82,0.7,0,-
臺北,2017/4/14,02:04:00,"1,012",18.6,82,0.2,0,-
臺北,2017/4/14,01:04:00,"1,012.60",18.7,81,1,0,-
臺北,2017/4/14,00:04:00,"1,010.40",20.5,79,0.3,0,-
臺北,2017/4/13,23:04:00,"1,013.60",18.6,79,2.3,0,-
臺北,2017/4/13,22:04:00,"1,014.20",18.4,79,2.2,2,-
臺北,2017/4/13,21:04:00,"1,014.20",19.4,74,2.8,0,-
臺北,2017/4/13,20:04:00,"1,014.10",19,75,2.5,1,-
臺北,2017/4/13,19:04:00,"1,013.60",19.5,72,2.7,0,0
臺北,2017/4/13,18:04:00,"1,013.10",19.5,72,3.3,0,0
臺北,2017/4/13,17:04:00,"1,012.80",19.2,72,3,0,0
臺北,2017/4/13,16:04:00,"1,012.90",18.9,70,2.9,1,0
臺北,2017/4/13,15:04:00,"1,012.90",20.4,63,3.4,0,0
臺北,2017/4/13,14:04:00,"1,012.80",21.3,61,4,0,0
臺北,2017/4/13,13:04:00,"1,013.10",21.4,60,4.7,0,0
臺北,2017/4/13,12:04:00,"1,013.70",21.8,59,4.3,0,0
臺北,2017/4/13,11:04:00,"1,014.50",21.9,59,5.5,0,0.2
臺北,2017/4/13,10:04:00,"1,014.80",21,60,3.6,0,0
臺北,2017/4/13,09:04:00,"1,015.10",20.1,61,4.3,0,0
臺北,2017/4/13,08:04:00,"1,015",19.4,62,3.6,0,0
臺北,2017/4/13,07:04:00,"1,014.60",18.4,65,3.7,0,0
臺北,2017/4/13,06:04:00,"1,014",17.8,67,3.6,0,0
臺北,2017/4/13,05:04:00,"1,013.90",17.5,69,3.3,0,-
臺北,2017/4/13,04:04:00,"1,014.30",17.4,69,2.7,0,-
臺北,2017/4/13,03:04:00,"1,015",17.2,67,1.9,0,-
臺北,2017/4/13,02:04:00,"1,014.20",18.1,63,3.1,0,-
臺北,2017/4/13,01:04:00,"1,014.50",17.9,66,3.4,0,-
臺北,2017/4/13,00:04:00,"1,013",18.5,80,0.9,2,-
臺北,2017/4/12,23:04:00,"1,014.90",17.6,71,2.9,0,-
臺北,2017/4/12,22:04:00,"1,014.90",17.4,71,3,0,-
臺北,2017/4/12,21:04:00,"1,014.80",17.1,69,3.5,1,-
臺北,2017/4/12,20:04:00,"1,014.10",18.2,66,4.7,0,-
臺北,2017/4/12,19:04:00,"1,013.30",17.9,68,4.1,0,0
臺北,2017/4/12,18:04:00,"1,012.80",17.7,72,4.5,0,0
臺北,2017/4/12,17:04:00,"1,012.20",17.4,74,4.2,0,0
臺北,2017/4/12,16:04:00,"1,012",17,73,5.5,0,0
臺北,2017/4/12,15:04:00,"1,011.80",17.8,73,5.3,0,0
臺北,2017/4/12,14:04:00,"1,011.80",17.9,74,5,0,0
臺北,2017/4/12,13:04:00,"1,011.80",18,75,4.3,0,0
臺北,2017/4/12,12:04:00,"1,012.20",18,75,5.2,0,0
臺北,2017/4/12,11:04:00,"1,012.90",17.9,77,5.8,0,0
臺北,2017/4/12,10:04:00,"1,012.70",17.8,78,5.2,0,0
臺北,2017/4/12,09:04:00,"1,012.60",18,77,4.5,0,0
臺北,2017/4/12,08:04:00,"1,011.90",17.6,78,5,0,0
臺北,2017/4/12,07:04:00,"1,011.90",17.5,79,3.3,0,0
臺北,2017/4/12,06:04:00,"1,012",17.2,79,2,6,0
臺北,2017/4/12,05:04:00,"1,010.90",17.3,78,4.4,6,-
臺北,2017/4/12,04:04:00,"1,010.10",17.6,78,4.1,0,-
臺北,2017/4/12,03:04:00,"1,009.90",17.7,78,2.5,1,-
臺北,2017/4/12,02:04:00,"1,009.40",17.7,78,4.3,0,-
臺北,2017/4/12,01:04:00,"1,009.40",17.7,78,4.3,0,-
臺北,2017/4/12,00:04:00,"1,014.80",17.7,69,4.4,0,-
臺北,2017/4/11,23:04:00,"1,009",17.8,76,5.8,3,-
臺北,2017/4/11,22:04:00,"1,009.70",18,75,6.5,0,-
臺北,2017/4/11,21:04:00,"1,009.20",18.1,75,5.6,0,-
臺北,2017/4/11,20:04:00,"1,008.90",18.4,74,5.8,0,-
臺北,2017/4/11,19:04:00,"1,008.10",19.1,70,3.9,0,0
臺北,2017/4/11,18:04:00,"1,007.80",18.9,70,5,0,0
臺北,2017/4/11,17:04:00,"1,007.30",19.4,69,4.4,0,0
臺北,2017/4/11,16:04:00,"1,006.70",19.4,69,4.7,0,0
臺北,2017/4/11,15:04:00,"1,006.40",19.4,73,4.3,0,0
臺北,2017/4/11,14:04:00,"1,006.50",19.7,74,3.5,0,0
臺北,2017/4/11,13:04:00,"1,007.30",19.1,77,3.7,0,0
臺北,2017/4/11,12:04:00,"1,007.50",18.8,78,4,1,0
臺北,2017/4/11,11:04:00,"1,007.70",19.7,76,4.2,0,0
臺北,2017/4/11,10:04:00,"1,007",20.3,79,4.4,1,0
臺北,2017/4/11,09:04:00,"1,007",20.3,78,3.9,6,0
臺北,2017/4/11,08:04:00,"1,006.40",21.3,77,2.8,3,0
臺北,2017/4/11,07:04:00,"1,004.10",23.5,74,4.2,0,0
臺北,2017/4/11,06:04:00,"1,002",24.7,71,1.4,0,0
臺北,2017/4/11,05:04:00,"1,001.40",24.5,72,1.6,0,-
臺北,2017/4/11,04:04:00,"1,001.10",24.6,72,1.3,0,-
臺北,2017/4/11,03:04:00,"1,000.90",25,72,0.5,0,-
臺北,2017/4/11,02:04:00,"1,001",25.3,71,1.1,0,-
臺北,2017/4/11,01:04:00,"1,001.90",25.6,70,1.6,0,-
臺北,2017/4/11,00:04:00,"1,009.30",17.6,77,5.7,3,-
臺北,2017/4/10,23:04:00,"1,002",26.7,66,1.8,0,-
臺北,2017/4/10,22:04:00,"1,001.50",27.2,64,0.8,0,-
臺北,2017/4/10,21:04:00,"1,001.30",27.8,61,1.4,0,-
臺北,2017/4/10,20:04:00,"1,000.60",28.3,58,2.1,0,-
臺北,2017/4/10,19:04:00,"1,000.50",28.8,56,2.8,0,0
臺北,2017/4/10,18:04:00,999.9,29.7,53,3.6,0,0.3
臺北,2017/4/10,17:04:00,999.4,30.9,51,3.5,0,1
臺北,2017/4/10,16:04:00,999.1,33.1,48,5,0,0.9
臺北,2017/4/10,15:04:00,999,34,42,4.9,0,1
臺北,2017/4/10,14:04:00,999.7,35.2,41,4.5,0,1
臺北,2017/4/10,13:04:00,"1,000.40",35.2,41,3.7,0,1
臺北,2017/4/10,12:04:00,"1,001.60",33.9,44,3.5,0,1
臺北,2017/4/10,11:04:00,"1,002.10",33.6,45,3.8,0,0.7
臺北,2017/4/10,10:04:00,"1,002.90",31.6,48,3.9,0,0.3
臺北,2017/4/10,09:04:00,"1,003",30.3,55,3,0,0.9
臺北,2017/4/10,08:04:00,"1,002.70",27.6,65,1.3,0,1
臺北,2017/4/10,07:04:00,"1,002.90",24.6,72,1.6,0,0.3
臺北,2017/4/10,06:04:00,"1,002.30",23.7,75,2.3,0,0
臺北,2017/4/10,05:04:00,"1,001.90",24.1,75,0.8,0,-
臺北,2017/4/10,04:04:00,"1,001.60",24,75,1.3,0,-
臺北,2017/4/10,03:04:00,"1,002",24.4,74,1.3,0,-
臺北,2017/4/10,02:04:00,"1,002.60",24.6,73,0.9,0,-
臺北,2017/4/10,01:04:00,"1,003",24.9,73,2.1,0,-
臺北,2017/4/10,00:04:00,"1,002.10",25.8,70,1.4,0,-
臺北,2017/4/9,23:04:00,"1,003.80",25.8,72,1.6,0,-
臺北,2017/4/9,22:04:00,"1,003.90",26.2,71,1.1,0,-
臺北,2017/4/9,21:04:00,"1,003.80",26.6,69,1.1,0,-
臺北,2017/4/9,20:04:00,"1,003.20",26.3,70,1.4,0,-
臺北,2017/4/9,19:04:00,"1,002.80",26.4,70,2.1,0,0
臺北,2017/4/9,18:04:00,"1,002.60",26.9,68,2.6,0,0
臺北,2017/4/9,17:04:00,"1,002.40",27.5,65,4,0,0
臺北,2017/4/9,16:04:00,"1,002.50",28.8,68,1.7,0,0
臺北,2017/4/9,15:04:00,"1,002.50",29.7,66,3.2,0,0.8
臺北,2017/4/9,14:04:00,"1,002.90",31.1,60,2.4,0,1
臺北,2017/4/9,13:04:00,"1,004",31.6,57,0.8,0,0.6
臺北,2017/4/9,12:04:00,"1,005.10",30.2,59,0.1,0,0.8
臺北,2017/4/9,11:04:00,"1,005.90",29,62,0.5,0,0.3
臺北,2017/4/9,10:04:00,"1,006.60",28.1,65,0.9,0,0.4
臺北,2017/4/9,09:04:00,"1,007.30",26.3,69,0.3,0,0.1
臺北,2017/4/9,08:04:00,"1,007.30",25.3,72,0.9,0,0.7
臺北,2017/4/9,07:04:00,"1,007",23.5,73,1.3,0,0
臺北,2017/4/9,06:04:00,"1,006.60",23,74,1,0,0
臺北,2017/4/9,05:04:00,"1,006",23.2,74,1.4,0,-
臺北,2017/4/9,04:04:00,"1,006",23.4,73,1.3,0,-
臺北,2017/4/9,03:04:00,"1,006.30",23.8,73,1.9,0,-
臺北,2017/4/9,02:04:00,"1,006.90",24.3,74,1.2,0,-
臺北,2017/4/9,01:04:00,"1,007.60",24.7,73,1.1,0,-
臺北,2017/4/9,00:04:00,"1,003.90",25.4,73,0.9,0,-
臺北,2017/4/8,23:04:00,"1,008.70",25.9,70,0,0,-
臺北,2017/4/8,22:04:00,"1,008.90",25.9,70,0.7,0,-
臺北,2017/4/8,21:04:00,"1,008.70",25.8,70,0.5,0,-
臺北,2017/4/8,20:04:00,"1,007.70",25.5,70,0.1,0,-
臺北,2017/4/8,19:04:00,"1,006.80",25.4,70,0.8,0,0
臺北,2017/4/8,18:04:00,"1,006.80",26.2,68,0.4,0,0
臺北,2017/4/8,17:04:00,"1,006.80",27,67,0.8,0,0
臺北,2017/4/8,16:04:00,"1,006.80",28.7,60,1.5,0,0.2
臺北,2017/4/8,15:04:00,"1,007",29.5,57,0.7,0,0.5
臺北,2017/4/8,14:04:00,"1,007.40",30.8,57,1.1,0,0.9
臺北,2017/4/8,13:04:00,"1,008.50",31.2,56,1.2,0,1
臺北,2017/4/8,12:04:00,"1,009.60",30.7,51,0.7,0,1
臺北,2017/4/8,11:04:00,"1,010.30",30.8,53,0.9,0,1
臺北,2017/4/8,10:04:00,"1,011",27.9,63,1.2,0,1
臺北,2017/4/8,09:04:00,"1,011.20",26.1,68,0.6,0,1
臺北,2017/4/8,08:04:00,"1,011.40",23.4,70,1.4,0,1
臺北,2017/4/8,07:04:00,"1,011.20",21.6,71,1.8,0,0.4
臺北,2017/4/8,06:04:00,"1,010.60",21.2,73,0.7,0,0
臺北,2017/4/8,05:04:00,"1,009.80",21.1,74,0.9,0,-
臺北,2017/4/8,04:04:00,"1,009.50",21.5,72,1.9,0,-
臺北,2017/4/8,03:04:00,"1,009.30",21.4,73,1.2,0,-
臺北,2017/4/8,02:04:00,"1,009.50",21.8,72,1.3,0,-
臺北,2017/4/8,01:04:00,"1,009.70",22.3,72,2,0,-
臺北,2017/4/8,00:04:00,"1,008.50",25.3,72,1.5,0,-
臺北,2017/4/7,23:04:00,"1,010.30",23.1,72,1.1,0,-
臺北,2017/4/7,22:04:00,"1,010.30",23.7,71,2.4,0,-
臺北,2017/4/7,21:04:00,"1,010.10",24.4,72,0,0,-
臺北,2017/4/7,20:04:00,"1,009.80",24.5,67,1.1,0,-
臺北,2017/4/7,19:04:00,"1,009",24.9,65,1.2,0,0
臺北,2017/4/7,18:04:00,"1,008.90",26,66,2,0,0
臺北,2017/4/7,17:04:00,"1,008.20",26.5,67,0.2,0,0.3
臺北,2017/4/7,16:04:00,"1,008.10",27.4,65,0.9,0,0.5
臺北,2017/4/7,15:04:00,"1,008",28,63,0.5,0,0.4
臺北,2017/4/7,14:04:00,"1,008.80",27.4,62,0.7,0,0
臺北,2017/4/7,13:04:00,"1,009.70",27.2,66,0.3,0,0
臺北,2017/4/7,12:04:00,"1,010.40",25.8,70,0.6,0,0
臺北,2017/4/7,11:04:00,"1,011",24,71,1.2,0,0
臺北,2017/4/7,10:04:00,"1,011.50",23.3,72,1.1,0,0
臺北,2017/4/7,09:04:00,"1,011.30",22.6,73,0.5,0,0
臺北,2017/4/7,08:04:00,"1,011",21.4,74,0.3,0,0
臺北,2017/4/7,07:04:00,"1,010.20",21.6,71,1.4,0,0
臺北,2017/4/7,06:04:00,"1,008.90",21.3,73,0.6,0,0
臺北,2017/4/7,05:04:00,"1,007.40",21.3,72,1.8,0,-
臺北,2017/4/7,04:04:00,"1,007.20",21.7,70,0.5,0,-
臺北,2017/4/7,03:04:00,"1,007.30",21.9,70,1.5,0,-
臺北,2017/4/7,02:04:00,"1,009",22.4,69,0.5,0,-
臺北,2017/4/7,01:04:00,"1,009.80",22.8,68,0.2,0,-
臺北,2017/4/7,00:04:00,"1,009.80",22.5,73,1.4,0,-
臺北,2017/4/6,23:04:00,"1,009.70",23.1,66,0.1,0,-
臺北,2017/4/6,22:04:00,"1,009.80",23.8,64,0.9,0,-
臺北,2017/4/6,21:04:00,"1,009.40",23.8,63,0.3,0,-
臺北,2017/4/6,20:04:00,"1,008.90",24,63,2,0,-
臺北,2017/4/6,19:04:00,"1,008.80",23.6,65,1.5,0,0
臺北,2017/4/6,18:04:00,"1,009.20",24,62,1.5,0,0
臺北,2017/4/6,17:04:00,"1,009.50",24.4,59,1.4,0,0
臺北,2017/4/6,16:04:00,"1,009.80",24.5,59,2,0,0
臺北,2017/4/6,15:04:00,"1,009.70",25.2,62,0.7,0,0
臺北,2017/4/6,14:04:00,"1,009.80",25.4,60,0.3,0,0
臺北,2017/4/6,13:04:00,"1,009.80",25.6,57,1.9,0,0
臺北,2017/4/6,12:04:00,"1,010.40",26.1,58,0.3,0,0
臺北,2017/4/6,11:04:00,"1,011",25.5,59,0.3,0,0
臺北,2017/4/6,10:04:00,"1,011.40",24.9,62,0.6,0,0
臺北,2017/4/6,09:04:00,"1,011.80",24.4,66,0.3,0,0.4
臺北,2017/4/6,08:04:00,"1,011.40",23.4,67,1.4,0,0.9
臺北,2017/4/6,07:04:00,"1,011.20",21.4,68,1.7,0,0
臺北,2017/4/6,06:04:00,"1,010.60",21,70,1.2,0,0
臺北,2017/4/6,05:04:00,"1,010.10",21,70,1,0,-
臺北,2017/4/6,04:04:00,"1,009.80",21.5,70,1.4,0,-
臺北,2017/4/6,03:04:00,"1,009.50",21.6,70,0.8,0,-
臺北,2017/4/6,02:04:00,"1,009.80",21.6,71,0.9,0,-
臺北,2017/4/6,01:04:00,"1,010.30",21.7,70,1.8,0,-
臺北,2017/4/6,00:04:00,"1,009.50",22.9,68,1.6,0,-
臺北,2017/4/5,23:04:00,"1,011",23,63,1.1,0,-
臺北,2017/4/5,22:04:00,"1,011.30",23.5,66,1.4,0,-
臺北,2017/4/5,21:04:00,"1,011.40",23.9,64,1.1,0,-
臺北,2017/4/5,20:04:00,"1,011",23.9,63,1.4,0,-
臺北,2017/4/5,19:04:00,"1,010.10",24.2,61,1.6,0,0
臺北,2017/4/5,18:04:00,"1,009.80",24.9,58,2.2,0,0
臺北,2017/4/5,17:04:00,"1,009.60",26.4,51,2.8,0,0
臺北,2017/4/5,16:04:00,"1,009.50",26.9,47,3,0,0.5
臺北,2017/4/5,15:04:00,"1,009.50",29.1,41,1.3,0,1
臺北,2017/4/5,14:04:00,"1,010.20",28.9,42,1.7,0,1
臺北,2017/4/5,13:04:00,"1,011.30",28.6,41,0.8,0,1
臺北,2017/4/5,12:04:00,"1,012.30",28.3,41,0.3,0,1
臺北,2017/4/5,11:04:00,"1,013.40",27,43,1.7,0,1
臺北,2017/4/5,10:04:00,"1,014.30",25.7,47,0.3,0,1
臺北,2017/4/5,09:04:00,"1,014.80",23.2,58,0.6,0,1
臺北,2017/4/5,08:04:00,"1,015.10",20.7,63,1.8,0,1
臺北,2017/4/5,07:04:00,"1,014.80",18.6,68,1.2,0,0.5
臺北,2017/4/5,06:04:00,"1,014.60",17.8,69,1.6,0,0
臺北,2017/4/5,05:04:00,"1,014.20",18,68,1.2,0,-
臺北,2017/4/5,04:04:00,"1,014.10",18.4,67,1.4,0,-
臺北,2017/4/5,03:04:00,"1,013.70",18.7,66,1.5,0,-
臺北,2017/4/5,02:04:00,"1,013.80",19.2,64,1.4,0,-
臺北,2017/4/5,01:04:00,"1,013.90",19.7,63,1.8,0,-
臺北,2017/4/5,00:04:00,"1,010.80",22.3,67,1.5,0,-
臺北,2017/4/4,23:04:00,"1,014.60",21,59,1.9,0,-
臺北,2017/4/4,22:04:00,"1,014.70",21.4,58,1.5,0,-
臺北,2017/4/4,21:04:00,"1,014.50",22,56,2,0,-
臺北,2017/4/4,20:04:00,"1,014.10",22,57,2,0,-
臺北,2017/4/4,19:04:00,"1,013.60",22.2,56,2.9,0,0
臺北,2017/4/4,18:04:00,"1,013.30",22.6,54,2.1,0,0
臺北,2017/4/4,17:04:00,"1,013",23.6,51,3.6,0,0.1
臺北,2017/4/4,16:04:00,"1,012.70",25.2,47,3.5,0,1
臺北,2017/4/4,15:04:00,"1,012.70",25.9,45,2.7,0,1
臺北,2017/4/4,14:04:00,"1,013.50",26.7,42,2.3,0,1
臺北,2017/4/4,13:04:00,"1,014.50",26.5,41,4,0,1
臺北,2017/4/4,12:04:00,"1,015.40",25.6,41,2.9,0,1
臺北,2017/4/4,11:04:00,"1,016.40",26,42,1.8,0,1
臺北,2017/4/4,10:04:00,"1,017",25.1,44,2.6,0,1
臺北,2017/4/4,09:04:00,"1,017.20",23.1,50,1.1,0,1
臺北,2017/4/4,08:04:00,"1,017.40",20.8,56,1,0,1
臺北,2017/4/4,07:04:00,"1,017.30",18.3,58,0.4,0,0.6
臺北,2017/4/4,06:04:00,"1,017.10",17.6,59,0.6,0,0
臺北,2017/4/4,05:04:00,"1,016.60",17.6,59,0.9,0,-
臺北,2017/4/4,04:04:00,"1,016.20",17.7,59,0.5,0,-
臺北,2017/4/4,03:04:00,"1,015.90",19,55,1.9,0,-
臺北,2017/4/4,02:04:00,"1,016.20",19.2,55,1.9,0,-
臺北,2017/4/4,01:04:00,"1,016.80",19.2,55,2.2,0,-
臺北,2017/4/4,00:04:00,"1,014.40",20.6,61,0.6,0,-
臺北,2017/4/3,23:04:00,"1,017.90",19.5,53,3.5,0,-
臺北,2017/4/3,22:04:00,"1,018",19.6,53,3,0,-
臺北,2017/4/3,21:04:00,"1,017.70",19.8,52,3.3,0,-
臺北,2017/4/3,20:04:00,"1,017.40",19.9,50,4.2,0,-
臺北,2017/4/3,19:04:00,"1,016.90",20,49,4.4,0,0
臺北,2017/4/3,18:04:00,"1,016.80",20.7,46,4.1,0,0.8
臺北,2017/4/3,17:04:00,"1,016.60",21.6,44,5.5,0,0.9
臺北,2017/4/3,16:04:00,"1,016.20",23.4,39,4.8,0,1
臺北,2017/4/3,15:04:00,"1,016.40",24.6,37,3.5,0,1
臺北,2017/4/3,14:04:00,"1,016.60",25,35,3.9,0,1
臺北,2017/4/3,13:04:00,"1,017.30",25.2,34,3.5,0,1
臺北,2017/4/3,12:04:00,"1,018.70",24.9,35,4.5,0,1
臺北,2017/4/3,11:04:00,"1,019.30",23.3,39,3.8,0,1
臺北,2017/4/3,10:04:00,"1,019.90",22.5,41,3.9,0,1
臺北,2017/4/3,09:04:00,"1,020.30",21.3,48,3.5,0,0.8
臺北,2017/4/3,08:04:00,"1,020.20",19.3,51,2.6,0,0.1
臺北,2017/4/3,07:04:00,"1,020.10",16.1,60,1,0,0.1
臺北,2017/4/3,06:04:00,"1,019.60",14.9,60,0.8,0,0
臺北,2017/4/3,05:04:00,"1,019.40",14.4,60,0.9,0,-
臺北,2017/4/3,04:04:00,"1,019.20",14.8,57,1.1,0,-
臺北,2017/4/3,03:04:00,"1,018.80",15.7,52,1.9,0,-
臺北,2017/4/3,02:04:00,"1,018.70",16,51,2.2,0,-
臺北,2017/4/3,01:04:00,"1,019",16.2,49,2.3,0,-
臺北,2017/4/3,00:04:00,"1,017.50",19.3,54,2.6,0,-
臺北,2017/4/2,23:04:00,"1,019.60",16.6,47,4.2,0,-
臺北,2017/4/2,22:04:00,"1,019.60",16.8,48,3.4,0,-
臺北,2017/4/2,21:04:00,"1,019.10",17.2,46,2.6,0,-
臺北,2017/4/2,20:04:00,"1,018.70",17.5,44,3.7,0,-
臺北,2017/4/2,19:04:00,"1,018.50",18.1,41,3,0,0
臺北,2017/4/2,18:04:00,"1,018.40",18.8,37,4.9,0,0.8
臺北,2017/4/2,17:04:00,"1,018.20",19.7,33,2.9,0,0.9
臺北,2017/4/2,16:04:00,"1,018.30",21.2,31,4.1,0,1
臺北,2017/4/2,15:04:00,"1,018.60",21.4,27,3.6,0,1
臺北,2017/4/2,14:04:00,"1,019.20",22.6,27,3.4,0,1
臺北,2017/4/2,13:04:00,"1,019.80",22.2,28,3.3,0,1
臺北,2017/4/2,12:04:00,"1,020.60",22.2,30,3.4,0,1
臺北,2017/4/2,11:04:00,"1,020.90",21.4,37,3.2,0,1
臺北,2017/4/2,10:04:00,"1,021",20.5,44,2.8,0,1
臺北,2017/4/2,09:04:00,"1,021.10",18.2,62,0.9,0,1
臺北,2017/4/2,08:04:00,"1,020.70",15.2,66,0.6,0,1
臺北,2017/4/2,07:04:00,"1,020.40",12.6,66,0.8,0,0.7
臺北,2017/4/2,06:04:00,"1,020.10",11.8,67,1.5,0,0
臺北,2017/4/2,05:04:00,"1,019.60",11.8,68,1.3,0,-
臺北,2017/4/2,04:04:00,"1,019",11.9,68,0.9,0,-
臺北,2017/4/2,03:04:00,"1,018.90",12.2,68,1.2,0,-
臺北,2017/4/2,02:04:00,"1,018.80",12.7,65,1.8,0,-
臺北,2017/4/2,01:04:00,"1,019",12.8,67,1.5,0,-
臺北,2017/4/2,00:04:00,"1,019.50",16.4,48,3.5,0,-
臺北,2017/4/1,23:04:00,"1,019.30",13.3,66,1.8,0,-
臺北,2017/4/1,22:04:00,"1,019.10",13.8,65,1.5,0,-
臺北,2017/4/1,21:04:00,"1,019.10",14.2,64,1.5,0,-
臺北,2017/4/1,20:04:00,"1,018.60",15.2,58,1.8,0,-
臺北,2017/4/1,19:04:00,"1,018.10",15.7,55,2.2,0,0
臺北,2017/4/1,18:04:00,"1,017.80",16.3,54,3.2,0,0.4
臺北,2017/4/1,17:04:00,"1,017.30",17.1,54,2.2,0,0.8
臺北,2017/4/1,16:04:00,"1,016.80",18.7,54,2,0,0.7
臺北,2017/4/1,15:04:00,"1,016.70",18.3,60,2.3,0,0.2
臺北,2017/4/1,14:04:00,"1,016.90",18,60,1.6,0,0.2
臺北,2017/4/1,13:04:00,"1,017.10",17.7,62,2.6,0,0
臺北,2017/4/1,12:04:00,"1,017.50",17.8,67,1.4,0,0.1
臺北,2017/4/1,11:04:00,"1,018",16.3,70,0.8,0,0
臺北,2017/4/1,10:04:00,"1,018.60",15.8,77,0.9,0,0
臺北,2017/4/1,09:04:00,"1,018.70",14.6,81,0.9,0,0
臺北,2017/4/1,08:04:00,"1,018.60",13.9,83,1.4,0,0
臺北,2017/4/1,07:04:00,"1,017.90",13.3,83,1.4,0,0
臺北,2017/4/1,06:04:00,"1,017.50",12.9,82,0.5,2,0
臺北,2017/4/1,05:04:00,"1,017.30",13.1,83,1.4,3,-
臺北,2017/4/1,04:04:00,"1,017.40",13.2,83,1.8,3,-
臺北,2017/4/1,03:04:00,"1,017.60",13.5,82,1.2,2,-
臺北,2017/4/1,02:04:00,"1,018.10",13.5,82,0.1,2,-
臺北,2017/4/1,01:04:00,"1,017.90",13.9,84,0.8,1,-
臺北,2017/4/1,00:04:00,"1,019.20",13.3,65,1.1,0,-
臺北,2017/3/31,23:03:00,"1,018.60",14.1,82,0.4,2,-
臺北,2017/3/31,22:03:00,"1,017.90",14.1,83,0.4,1,-
臺北,2017/3/31,21:03:00,"1,017.60",14.1,82,0.6,3,-
臺北,2017/3/31,20:03:00,"1,016.90",14.4,83,1.2,4,-
臺北,2017/3/31,19:03:00,"1,016",14.5,83,0.9,6,0
臺北,2017/3/31,18:03:00,"1,014.50",15.4,76,3,0,0
臺北,2017/3/31,17:03:00,"1,013.20",15.7,77,2.9,0,0
臺北,2017/3/31,16:03:00,"1,012.50",15.8,77,3.7,1,0
臺北,2017/3/31,15:03:00,"1,012.50",16,79,4.5,1,0
臺北,2017/3/31,14:03:00,"1,011.30",17.6,76,4.8,0,0
臺北,2017/3/31,13:03:00,"1,010.90",19.4,76,4.1,0,0
臺北,2017/3/31,12:03:00,"1,010.30",22.3,78,2.2,0,0
臺北,2017/3/31,11:03:00,"1,009.80",26.2,65,1.1,0,0
臺北,2017/3/31,10:03:00,"1,010.30",26.3,68,1.1,0,0.3
臺北,2017/3/31,09:03:00,"1,010.70",23.8,70,0.3,0,0
臺北,2017/3/31,08:03:00,"1,011.20",21.8,74,0.4,0,0
臺北,2017/3/31,07:03:00,"1,010.40",20.6,77,1.1,0,0
臺北,2017/3/31,06:03:00,"1,009.60",20,78,1.2,0,0
